,seriesuid,coordX,coordY,coordZ
676,1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,-6.207579288840001,-129.49137230600002,-268.119302537
434293,1.3.6.1.4.1.14519.5.2.1.6279.6001.404364125369979066736354549484,102.37533312299999,-117.75266688200001,-181.94259280400001
54459,1.3.6.1.4.1.14519.5.2.1.6279.6001.129567032250534530765928856531,-76.0712643678,58.2183908046,-216.64264367799998
379364,1.3.6.1.4.1.14519.5.2.1.6279.6001.313334055029671473836954456733,-32.735457358400005,85.96578548629999,-144.082143089
458724,1.3.6.1.4.1.14519.5.2.1.6279.6001.487745546557477250336016826588,90.04,-18.22,-164.32
495327,1.3.6.1.4.1.14519.5.2.1.6279.6001.724562063158320418413995627171,-30.6457381422,-5.313410562950001,-196.246120907
324725,1.3.6.1.4.1.14519.5.2.1.6279.6001.280125803152924778388346920341,14.4339634542,64.6770729799,-232.890000105
80953,1.3.6.1.4.1.14519.5.2.1.6279.6001.143410010885830403003179808334,60.29,41.27,-64.21
452176,1.3.6.1.4.1.14519.5.2.1.6279.6001.465032801496479029639448332481,-7.45900646132,16.5359147836,-147.07500022899998
478391,1.3.6.1.4.1.14519.5.2.1.6279.6001.624425075947752229712087113746,-98.89,33.3,-205.52
35443,1.3.6.1.4.1.14519.5.2.1.6279.6001.121108220866971173712229588402,-25.88,49.6,-261.84
179479,1.3.6.1.4.1.14519.5.2.1.6279.6001.198698492013538481395497694975,-91.61,72.5,-302.32
84235,1.3.6.1.4.1.14519.5.2.1.6279.6001.144883090372691745980459537053,108.148312711,-11.5352697865,-219.90937521
333749,1.3.6.1.4.1.14519.5.2.1.6279.6001.287966244644280690737019247886,-56.7715183765,31.772808885,-166.339772953
100365,1.3.6.1.4.1.14519.5.2.1.6279.6001.153985109349433321657655488650,-21.6,12.21,-155.31
103540,1.3.6.1.4.1.14519.5.2.1.6279.6001.156579001330474859527530187095,-8.648721478999999,-17.37698348,-33.52153552
548016,1.3.6.1.4.1.14519.5.2.1.6279.6001.979083010707182900091062408058,-54.394013701400006,66.0887294875,-129.728612819
153320,1.3.6.1.4.1.14519.5.2.1.6279.6001.183843376225716802567192412456,-143.51,74.97,-289.82
134771,1.3.6.1.4.1.14519.5.2.1.6279.6001.174449669706458092793093760291,-93.70570085370001,-29.079012724800002,-175.26252672599998
51475,1.3.6.1.4.1.14519.5.2.1.6279.6001.128059192202504367870633619224,92.69270851190001,53.055189547299996,-274.171379419
412457,1.3.6.1.4.1.14519.5.2.1.6279.6001.335866409407244673864352309754,58.71592426,-130.94796159999999,-111.7022777
78,1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,-128.94,-175.04,-297.87
141184,1.3.6.1.4.1.14519.5.2.1.6279.6001.176869045992276345870480098568,11.085395381500001,72.6910060238,-258.77861936
96476,1.3.6.1.4.1.14519.5.2.1.6279.6001.151764021165118974848436095034,140.95,205.12,-643.77
87198,1.3.6.1.4.1.14519.5.2.1.6279.6001.145759169833745025756371695397,-58.3030604559,15.462284375,-178.93715528400003
38388,1.3.6.1.4.1.14519.5.2.1.6279.6001.121993590721161347818774929286,63.7560584798,46.0917296644,-146.507478249
344755,1.3.6.1.4.1.14519.5.2.1.6279.6001.296863826932699509516219450076,44.12,-10.18,-154.99
456110,1.3.6.1.4.1.14519.5.2.1.6279.6001.483655032093002252444764787700,-77.6116071429,56.1904761905,-162.17547619
515428,1.3.6.1.4.1.14519.5.2.1.6279.6001.803987517543436570820681016103,107.89,-148.73,-156.49
512514,1.3.6.1.4.1.14519.5.2.1.6279.6001.797637294244261543517154417124,68.73,23.82,-111.65
57989,1.3.6.1.4.1.14519.5.2.1.6279.6001.131150737314367975651717513386,-50.912344358,18.4219513283,-109.66396416399999
118457,1.3.6.1.4.1.14519.5.2.1.6279.6001.167237290696350215427953159586,-90.25600326,29.27218224,-204.8974789
486069,1.3.6.1.4.1.14519.5.2.1.6279.6001.670107649586205629860363487713,79.59,65.19,-243.48
307702,1.3.6.1.4.1.14519.5.2.1.6279.6001.270788655216695628640355888562,88.9409250865,-93.284337154,-248.42800173
32401,1.3.6.1.4.1.14519.5.2.1.6279.6001.119304665257760307862874140576,64.59,170.32,-618.13
112283,1.3.6.1.4.1.14519.5.2.1.6279.6001.162207236104936931957809623059,55.46,-23.67,-170.07
302959,1.3.6.1.4.1.14519.5.2.1.6279.6001.268838889380981659524993261082,61.0905588783,-12.3505320281,-135.547727492
35007,1.3.6.1.4.1.14519.5.2.1.6279.6001.121108220866971173712229588402,66.6,18.77,-52.04
465347,1.3.6.1.4.1.14519.5.2.1.6279.6001.553241901808946577644850294647,74.27,-61.26,-147.7
464333,1.3.6.1.4.1.14519.5.2.1.6279.6001.534083630500464995109143618896,42.04396497,53.39382759,-113.21538100000001
105896,1.3.6.1.4.1.14519.5.2.1.6279.6001.159665703190517688573100822213,-78.2843134271,87.29237906290001,-164.080943623
367478,1.3.6.1.4.1.14519.5.2.1.6279.6001.307921770358136677021532761235,78.14,-16.1,-195.05
328713,1.3.6.1.4.1.14519.5.2.1.6279.6001.283733738239331719775105586296,-35.09,55.7,-157.81
283318,1.3.6.1.4.1.14519.5.2.1.6279.6001.254929810944557499537650429296,3.44,-69.39,-134.16
149730,1.3.6.1.4.1.14519.5.2.1.6279.6001.179943248049071805421192715219,120.10458846799999,84.4393573063,-235.338609155
533098,1.3.6.1.4.1.14519.5.2.1.6279.6001.910435939545691201820711078950,101.34336342,76.1694997829,-290.763636572
44603,1.3.6.1.4.1.14519.5.2.1.6279.6001.124663713663969377020085460568,41.792262749,57.3270405118,-106.67407428899999
496099,1.3.6.1.4.1.14519.5.2.1.6279.6001.725023183844147505748475581290,106.41798048,220.590648899,-502.82719321300004
436430,1.3.6.1.4.1.14519.5.2.1.6279.6001.413896555982844732694353377538,100.3,35.0,-156.52
538202,1.3.6.1.4.1.14519.5.2.1.6279.6001.939216568327879462530496768794,86.51717187610001,103.986636979,-215.36279092700002
384267,1.3.6.1.4.1.14519.5.2.1.6279.6001.315770913282450940389971401304,-61.12,102.58,-187.42
62818,1.3.6.1.4.1.14519.5.2.1.6279.6001.134638281277099121660656324702,71.5547145016,-15.616474546600001,-227.723229432
98098,1.3.6.1.4.1.14519.5.2.1.6279.6001.152706273988004688708784163325,104.10106878200001,-59.7613932337,-179.656303989
143766,1.3.6.1.4.1.14519.5.2.1.6279.6001.177785764461425908755977367558,12.5,48.19,-9.6
176616,1.3.6.1.4.1.14519.5.2.1.6279.6001.195913706607582347421429908613,86.30613311479999,8.79987120122,-199.33029372299998
352021,1.3.6.1.4.1.14519.5.2.1.6279.6001.300246184547502297539521283806,65.01,68.2,-98.79
502247,1.3.6.1.4.1.14519.5.2.1.6279.6001.750792629100457382099842515038,-44.43,140.72,-690.69
538534,1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-98.2223937901,-26.1625951896,-165.241961313
341436,1.3.6.1.4.1.14519.5.2.1.6279.6001.294188507421106424248264912111,-61.88,23.96,-170.27
135344,1.3.6.1.4.1.14519.5.2.1.6279.6001.174692377730646477496286081479,78.65,8.31,-157.38
74510,1.3.6.1.4.1.14519.5.2.1.6279.6001.140239815496047437552471323962,-35.54,-160.99,-199.29
134485,1.3.6.1.4.1.14519.5.2.1.6279.6001.174449669706458092793093760291,52.372418563900005,37.8244555333,-95.3513756901
413462,1.3.6.1.4.1.14519.5.2.1.6279.6001.336198008634390022174744544656,-43.317530436999995,39.739386001,-169.040605635
9676,1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260,60.6532563344,-8.40613698375,-193.929718524
118366,1.3.6.1.4.1.14519.5.2.1.6279.6001.167237290696350215427953159586,136.33,-108.61,-50.63
163558,1.3.6.1.4.1.14519.5.2.1.6279.6001.188376349804761988217597754952,-86.95141694870001,162.142965995,-455.060669104
427712,1.3.6.1.4.1.14519.5.2.1.6279.6001.385151742584074711135621089321,-87.21155059979999,45.363011328199995,-100.667449865
61315,1.3.6.1.4.1.14519.5.2.1.6279.6001.134370886216012873213579659366,72.64,-108.06,-205.74
321519,1.3.6.1.4.1.14519.5.2.1.6279.6001.278660284797073139172446973682,74.17,63.44,-151.91
30714,1.3.6.1.4.1.14519.5.2.1.6279.6001.117383608379722740629083782428,40.5478401762,-13.8269116178,-97.2087950044
158159,1.3.6.1.4.1.14519.5.2.1.6279.6001.187108608022306504546286626125,-64.198191055,-35.50787583,-65.4047453
308645,1.3.6.1.4.1.14519.5.2.1.6279.6001.270951128717816232360812849541,68.05339155819999,67.4152174474,-191.028696829
231516,1.3.6.1.4.1.14519.5.2.1.6279.6001.226383054119800793308721198594,80.15,262.71,-719.1
338917,1.3.6.1.4.1.14519.5.2.1.6279.6001.292576688635952269497781991202,-59.16,25.56,-51.24
283753,1.3.6.1.4.1.14519.5.2.1.6279.6001.254957696184671649675053562027,67.91,-103.96,-263.66
380936,1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490,25.65,42.46,-69.71
261426,1.3.6.1.4.1.14519.5.2.1.6279.6001.243094273518213382155770295147,77.2712221115,79.9103700546,-205.72211982599998
165575,1.3.6.1.4.1.14519.5.2.1.6279.6001.188619674701053082195613114069,-45.91267712770001,163.554269052,-603.165384826
332284,1.3.6.1.4.1.14519.5.2.1.6279.6001.287560874054243719452635194040,-44.31,-28.42,-189.17
91481,1.3.6.1.4.1.14519.5.2.1.6279.6001.148447286464082095534651426689,-100.53,29.42,-97.78
260905,1.3.6.1.4.1.14519.5.2.1.6279.6001.243094273518213382155770295147,-104.61,-24.86,-168.49
55833,1.3.6.1.4.1.14519.5.2.1.6279.6001.129982010889624423230394257528,-28.5818945961,53.601150348800005,-156.409550787
421188,1.3.6.1.4.1.14519.5.2.1.6279.6001.339142594937666268384335506819,-63.339072441800006,65.7994164449,-90.72152799620001
132172,1.3.6.1.4.1.14519.5.2.1.6279.6001.173106154739244262091404659845,73.636335555,36.464442265,-117.91584805
81709,1.3.6.1.4.1.14519.5.2.1.6279.6001.143622857676008763729469324839,-77.05987845,-149.57574,-127.52541709999998
390385,1.3.6.1.4.1.14519.5.2.1.6279.6001.320967206808467952819309001585,-26.399743072399996,-16.4967145125,-101.45000022299999
57435,1.3.6.1.4.1.14519.5.2.1.6279.6001.130438550890816550994739120843,34.2,110.7,-63.79
527637,1.3.6.1.4.1.14519.5.2.1.6279.6001.892375496445736188832556446335,57.9185261953,14.704181177899999,-81.7817666801
452965,1.3.6.1.4.1.14519.5.2.1.6279.6001.470912100568074901744259213968,-44.47,93.7,-158.26
321315,1.3.6.1.4.1.14519.5.2.1.6279.6001.278010349511857248000260557753,-114.12,56.76,-87.87
379954,1.3.6.1.4.1.14519.5.2.1.6279.6001.313605260055394498989743099991,65.2523391764,-37.263994169600004,-143.098182023
202554,1.3.6.1.4.1.14519.5.2.1.6279.6001.210426531621179400035178209430,117.60970566700001,12.931684843900001,-222.839411979
340954,1.3.6.1.4.1.14519.5.2.1.6279.6001.294188507421106424248264912111,74.79,1.53,-126.73
340383,1.3.6.1.4.1.14519.5.2.1.6279.6001.293757615532132808762625441831,-32.3583658784,91.48518074319999,-151.070033784
276,1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,-63.7264726308,-237.45231054400003,-278.13017262200003
44633,1.3.6.1.4.1.14519.5.2.1.6279.6001.124663713663969377020085460568,68.7259099499,49.7473167301,-193.472316599
394252,1.3.6.1.4.1.14519.5.2.1.6279.6001.323753921818102744511069914832,97.0113860538,57.5982093699,-278.590343715
156586,1.3.6.1.4.1.14519.5.2.1.6279.6001.185226274332527104841463955058,103.62,110.01,-215.59
349813,1.3.6.1.4.1.14519.5.2.1.6279.6001.299806338046301317870803017534,-90.3,-10.03,-180.97
530420,1.3.6.1.4.1.14519.5.2.1.6279.6001.900182736599353600185270496549,71.0,-82.09,-98.42
58216,1.3.6.1.4.1.14519.5.2.1.6279.6001.131150737314367975651717513386,-41.39,20.17,-237.08
372469,1.3.6.1.4.1.14519.5.2.1.6279.6001.310395752124284049604069960014,-40.9027858226,-68.0718572513,-148.792321539
385599,1.3.6.1.4.1.14519.5.2.1.6279.6001.316393351033132458296975008261,-67.71,52.87,-112.5
395364,1.3.6.1.4.1.14519.5.2.1.6279.6001.323899724653546164058849558431,-89.90554489440001,39.6762522887,-209.77934859200002
424725,1.3.6.1.4.1.14519.5.2.1.6279.6001.341557859428950960906150406596,-57.2951378316,-14.087040591300001,-90.9420644334
296720,1.3.6.1.4.1.14519.5.2.1.6279.6001.265133389948279331857097127422,-24.3033705357,73.8555803571,-200.630580357
30883,1.3.6.1.4.1.14519.5.2.1.6279.6001.117383608379722740629083782428,47.3202564843,64.9685514202,-139.399736413
423512,1.3.6.1.4.1.14519.5.2.1.6279.6001.340012777775661021262977442176,51.624223382,20.69634459,-177.80207319299998
161522,1.3.6.1.4.1.14519.5.2.1.6279.6001.188059920088313909273628445208,86.74,45.77,1529.56
23401,1.3.6.1.4.1.14519.5.2.1.6279.6001.113586291551175790743673929831,113.98,13.93,-135.75
280695,1.3.6.1.4.1.14519.5.2.1.6279.6001.254138388912084634057282064266,-31.87,-45.18,-159.03
461724,1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,-44.54418732,52.35213192,-176.0214225
449657,1.3.6.1.4.1.14519.5.2.1.6279.6001.463214953282361219537913355115,-83.34,107.84,-284.14
437929,1.3.6.1.4.1.14519.5.2.1.6279.6001.416701701108520592702405866796,85.4723518192,-37.325821298499996,-213.971188558
122055,1.3.6.1.4.1.14519.5.2.1.6279.6001.168737928729363683423228050295,-51.527741023400004,97.2978313939,-115.419501564
389361,1.3.6.1.4.1.14519.5.2.1.6279.6001.320111824803959660037459294083,40.59259937,67.02946454,-83.70064647
127645,1.3.6.1.4.1.14519.5.2.1.6279.6001.171667800241622018839592854574,104.26,-31.1,-254.55
314152,1.3.6.1.4.1.14519.5.2.1.6279.6001.273525289046256012743471155680,-77.17,186.98,-709.8
369677,1.3.6.1.4.1.14519.5.2.1.6279.6001.308655308958459380153492314021,59.83793099,-138.7294311,-162.2518436
318795,1.3.6.1.4.1.14519.5.2.1.6279.6001.276556509002726404418399209377,-28.66,-162.26,-221.59
381335,1.3.6.1.4.1.14519.5.2.1.6279.6001.314519596680450457855054746285,-87.75,-121.92,-185.13
90815,1.3.6.1.4.1.14519.5.2.1.6279.6001.148229375703208214308676934766,42.15,-136.71,-179.29
314760,1.3.6.1.4.1.14519.5.2.1.6279.6001.274052674198758621258447180130,51.53,153.28,-470.82
14165,1.3.6.1.4.1.14519.5.2.1.6279.6001.107351566259572521472765997306,-68.7223297066,-79.6420059566,-189.64882304099999
156845,1.3.6.1.4.1.14519.5.2.1.6279.6001.185226274332527104841463955058,-14.79,107.21,-87.02
326844,1.3.6.1.4.1.14519.5.2.1.6279.6001.281967919138248195763602360723,-70.24,71.16,-108.38
461279,1.3.6.1.4.1.14519.5.2.1.6279.6001.511347030803753100045216493273,-111.728111329,46.9791775628,-228.38444465900002
319029,1.3.6.1.4.1.14519.5.2.1.6279.6001.276710697414087561012670296643,-75.6,-14.35,-158.39
204761,1.3.6.1.4.1.14519.5.2.1.6279.6001.211956804948320236390242845468,50.86,176.95,-532.05
151530,1.3.6.1.4.1.14519.5.2.1.6279.6001.183056151780567460322586876100,-43.34,-18.12,-97.47
418939,1.3.6.1.4.1.14519.5.2.1.6279.6001.339039410276356623209709113755,-27.33,-105.58,-150.69
84625,1.3.6.1.4.1.14519.5.2.1.6279.6001.144943344795414353192059796098,36.3330311789,-80.8906648641,-92.4322798327
257263,1.3.6.1.4.1.14519.5.2.1.6279.6001.241083615484551649610616348856,37.6707560138,-154.622501632,-230.265918457
188830,1.3.6.1.4.1.14519.5.2.1.6279.6001.202187810895588720702176009630,129.942150229,-29.0236002086,-250.26951348900002
215862,1.3.6.1.4.1.14519.5.2.1.6279.6001.217697417596902141600884006982,-59.32,26.76,-177.13
175755,1.3.6.1.4.1.14519.5.2.1.6279.6001.194766721609772924944646251928,45.5516331069,38.432633095199996,-36.243750217199995
12750,1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,88.66523957,39.90802412,1831.295466
91485,1.3.6.1.4.1.14519.5.2.1.6279.6001.148447286464082095534651426689,-90.19223825879999,32.9077042197,-127.73876853200001
40270,1.3.6.1.4.1.14519.5.2.1.6279.6001.122914038048856168343065566972,-102.30357964299999,70.8869792139,-133.811215166
129972,1.3.6.1.4.1.14519.5.2.1.6279.6001.172243743899615313644757844726,-84.71749820000001,10.17146027,-159.3201088
172144,1.3.6.1.4.1.14519.5.2.1.6279.6001.193964947698259739624715468431,-108.9,54.6,-179.04
173118,1.3.6.1.4.1.14519.5.2.1.6279.6001.194440094986948071643661798326,-98.0150192227,-77.0801287267,-223.37868485200002
271607,1.3.6.1.4.1.14519.5.2.1.6279.6001.249032660919473722154870746474,-85.34,56.92,-97.39
380408,1.3.6.1.4.1.14519.5.2.1.6279.6001.313756547848086902190878548835,-79.85,23.68,-271.96
65564,1.3.6.1.4.1.14519.5.2.1.6279.6001.137375498893536422914241295628,-41.0455900816,-80.62972344949999,-237.560548213
315604,1.3.6.1.4.1.14519.5.2.1.6279.6001.275007193025729362844652516689,-99.13,-24.86,-124.16
127777,1.3.6.1.4.1.14519.5.2.1.6279.6001.171682845383273105440297561095,-54.74,84.11,-247.14
181987,1.3.6.1.4.1.14519.5.2.1.6279.6001.199261544234308780356714831537,41.62,-125.71,-76.69
139898,1.3.6.1.4.1.14519.5.2.1.6279.6001.176362912420491262783064585333,77.043340975,90.247217436,-69.126470787
461705,1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,49.204819254899995,40.3993544739,-60.284457144499996
549630,1.3.6.1.4.1.14519.5.2.1.6279.6001.986011151772797848993829243183,-42.4359255127,82.5680660685,-103.36445806100001
253507,1.3.6.1.4.1.14519.5.2.1.6279.6001.238042459915048190592571019348,-119.59691190299999,-20.5505896234,-57.499735172600005
539914,1.3.6.1.4.1.14519.5.2.1.6279.6001.946129570505893110165820050204,55.36,30.21,-161.38
250160,1.3.6.1.4.1.14519.5.2.1.6279.6001.236698827306171960683086245994,51.23,18.96,-141.74
548574,1.3.6.1.4.1.14519.5.2.1.6279.6001.979083010707182900091062408058,-42.7529963842,15.898457908800001,-40.0877013947
534935,1.3.6.1.4.1.14519.5.2.1.6279.6001.922852847124879997825997808179,-51.922519015,-31.78103988,-132.2662835
88782,1.3.6.1.4.1.14519.5.2.1.6279.6001.146987333806092287055399155268,100.69449729,-16.267627022,-258.28443367299997
351661,1.3.6.1.4.1.14519.5.2.1.6279.6001.300146276266881736689307479986,-54.6050555101,-90.7677200851,-105.833895214
152613,1.3.6.1.4.1.14519.5.2.1.6279.6001.183184435049555024219115904825,-47.21,20.79,-190.98
442207,1.3.6.1.4.1.14519.5.2.1.6279.6001.439153572396640163898529626096,27.87,-133.53,-55.19
144882,1.3.6.1.4.1.14519.5.2.1.6279.6001.177888806135892723698313903329,51.03,159.05,-219.46
321080,1.3.6.1.4.1.14519.5.2.1.6279.6001.278010349511857248000260557753,-16.204784879,29.280494153200003,-47.352822580600005
451504,1.3.6.1.4.1.14519.5.2.1.6279.6001.465032801496479029639448332481,69.79013173130001,-0.265252805661,-60.1252579521
141871,1.3.6.1.4.1.14519.5.2.1.6279.6001.177086402277715068525592995222,-66.628286875,57.151972075,-110.12035075
461206,1.3.6.1.4.1.14519.5.2.1.6279.6001.511347030803753100045216493273,-84.74,21.52,-143.83
225597,1.3.6.1.4.1.14519.5.2.1.6279.6001.221945191226273284587353530424,-53.95,-88.83,-277.99
216449,1.3.6.1.4.1.14519.5.2.1.6279.6001.217754016294471278921686508169,-74.3104494782,238.21967143900002,-644.713433063
494763,1.3.6.1.4.1.14519.5.2.1.6279.6001.724251104254976962355686318345,64.45,202.92,-632.99
161566,1.3.6.1.4.1.14519.5.2.1.6279.6001.188059920088313909273628445208,37.69,78.0,1607.78
455656,1.3.6.1.4.1.14519.5.2.1.6279.6001.481278873893653517789960724156,-110.69228305600001,-1.4347668818500001,-212.421801171
167797,1.3.6.1.4.1.14519.5.2.1.6279.6001.191266041369462391833537519639,41.35,-77.57,-349.79
18416,1.3.6.1.4.1.14519.5.2.1.6279.6001.110678335949765929063942738609,-29.39,-198.43,-102.49
543436,1.3.6.1.4.1.14519.5.2.1.6279.6001.964952370561266624992539111877,-75.19,15.6,-79.85
449015,1.3.6.1.4.1.14519.5.2.1.6279.6001.461155505515403114280165935891,68.4594224629,-64.060885927,-171.117132651
455978,1.3.6.1.4.1.14519.5.2.1.6279.6001.481278873893653517789960724156,-118.960769445,-48.50244637350001,-165.55384636899998
150956,1.3.6.1.4.1.14519.5.2.1.6279.6001.182192086929819295877506541021,71.1508602575,73.6213434401,-135.605572519
396671,1.3.6.1.4.1.14519.5.2.1.6279.6001.324567010179873305471925391582,31.66454372,-17.12552385,-120.3296467
545486,1.3.6.1.4.1.14519.5.2.1.6279.6001.970264865033574190975654369557,-94.0391531625,7.498462577250001,-114.013423625
349733,1.3.6.1.4.1.14519.5.2.1.6279.6001.299767339686526858593516834230,-84.41,46.59,-169.06
139053,1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518,-53.38512234,96.26586805,-226.6505294
458777,1.3.6.1.4.1.14519.5.2.1.6279.6001.487745546557477250336016826588,46.57,-14.01,-71.3
399527,1.3.6.1.4.1.14519.5.2.1.6279.6001.326057189095429101398977448288,53.02,-158.12,-129.63
161787,1.3.6.1.4.1.14519.5.2.1.6279.6001.188209889686363159853715266493,17.62375415,16.19079963,-63.97322134
474475,1.3.6.1.4.1.14519.5.2.1.6279.6001.614147706162329660656328811671,-101.19371741100001,43.4484334492,-199.899326809
212712,1.3.6.1.4.1.14519.5.2.1.6279.6001.216252660192313507027754194207,56.46879681,184.01751075,-481.6976835
15603,1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492,46.3640068832,-40.2949216713,-104.197321639
212166,1.3.6.1.4.1.14519.5.2.1.6279.6001.216252660192313507027754194207,-39.74,146.77,-538.64
453775,1.3.6.1.4.1.14519.5.2.1.6279.6001.472487466001405705666001578363,-80.9266156657,87.26901626819999,-276.439175478
299047,1.3.6.1.4.1.14519.5.2.1.6279.6001.265960756233787099041040311282,45.77,46.48,-147.87
377622,1.3.6.1.4.1.14519.5.2.1.6279.6001.312704771348460502013249647868,118.280053561,-6.327204517059999,-232.042742173
152759,1.3.6.1.4.1.14519.5.2.1.6279.6001.183184435049555024219115904825,34.74,18.69,-77.87
101906,1.3.6.1.4.1.14519.5.2.1.6279.6001.154837327827713479309898027966,55.9460770402,106.51648613799999,-176.33534110099998
278422,1.3.6.1.4.1.14519.5.2.1.6279.6001.252709517998555732486024866345,65.6,4.1,-206.29
374025,1.3.6.1.4.1.14519.5.2.1.6279.6001.310626494937915759224334597176,-68.77,-39.94,-149.36
490868,1.3.6.1.4.1.14519.5.2.1.6279.6001.701514276942509393419164159551,-77.8256002152,-26.6656002258,-256.78700023700003
81328,1.3.6.1.4.1.14519.5.2.1.6279.6001.143412474064515942785157561636,105.4,70.48,-122.52
89408,1.3.6.1.4.1.14519.5.2.1.6279.6001.147250707071097813243473865421,85.392840587,41.3164471812,-38.8963696308
174519,1.3.6.1.4.1.14519.5.2.1.6279.6001.194632613233275988184244485809,116.57776076100001,15.6283242398,-229.564130543
64058,1.3.6.1.4.1.14519.5.2.1.6279.6001.135657246677982059395844827629,21.72820088,-140.5510305,-169.52499619999998
233404,1.3.6.1.4.1.14519.5.2.1.6279.6001.226889213794065160713547677129,67.4342641238,98.4596749818,-256.242248281
255756,1.3.6.1.4.1.14519.5.2.1.6279.6001.240630002689062442926543993263,-32.29,10.2,-137.29
518371,1.3.6.1.4.1.14519.5.2.1.6279.6001.826829446346820089862659555750,40.7141141817,75.61606201869999,-229.78099904200002
527029,1.3.6.1.4.1.14519.5.2.1.6279.6001.888291896309937415860209787179,-73.92,-20.88,-130.29
258960,1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367,3.35,40.15,1699.04
118921,1.3.6.1.4.1.14519.5.2.1.6279.6001.167500254299688235071950909530,-143.139267737,46.657180670699994,-271.57025499
509991,1.3.6.1.4.1.14519.5.2.1.6279.6001.779493719385047675154892222907,-95.6575174538,37.7911308165,-209.783793317
524955,1.3.6.1.4.1.14519.5.2.1.6279.6001.877026508860018521147620598474,-76.61,184.77,813.34
287121,1.3.6.1.4.1.14519.5.2.1.6279.6001.257515388956260258681136624817,47.657041299999996,-125.74058840000001,-179.0866795
549776,1.3.6.1.4.1.14519.5.2.1.6279.6001.986011151772797848993829243183,29.8237771991,52.015535839799995,-109.254073437
474993,1.3.6.1.4.1.14519.5.2.1.6279.6001.616033753016904899083676284739,71.24,16.02,-183.83
57540,1.3.6.1.4.1.14519.5.2.1.6279.6001.130765375502800983459674173881,93.18451086559999,13.8539585504,-218.67975620400003
539201,1.3.6.1.4.1.14519.5.2.1.6279.6001.944888107209008719031293531091,-79.48876687479999,76.32486948479999,-221.57689414700002
544173,1.3.6.1.4.1.14519.5.2.1.6279.6001.965620538050807352935663552285,97.87,-23.39,-185.69
150384,1.3.6.1.4.1.14519.5.2.1.6279.6001.182192086929819295877506541021,64.31,-4.97,-72.07
477285,1.3.6.1.4.1.14519.5.2.1.6279.6001.622243923620914676263059698181,82.2686247381,-30.4836251935,-239.61875019
221161,1.3.6.1.4.1.14519.5.2.1.6279.6001.219428004988664846407984058588,122.926512982,85.6383589837,-213.227457412
477440,1.3.6.1.4.1.14519.5.2.1.6279.6001.622243923620914676263059698181,-28.1384594697,-4.9197083802499995,-280.155995702
142094,1.3.6.1.4.1.14519.5.2.1.6279.6001.177086402277715068525592995222,57.83045363,48.95747648,-167.74400755
62166,1.3.6.1.4.1.14519.5.2.1.6279.6001.134519406153127654901640638633,-65.1793185241,84.6055406426,-175.344014298
49552,1.3.6.1.4.1.14519.5.2.1.6279.6001.126631670596873065041988320084,-57.9161001805,91.2723997578,-233.175000192
352970,1.3.6.1.4.1.14519.5.2.1.6279.6001.300270516469599170290456821227,57.11,-133.71,-205.19
264460,1.3.6.1.4.1.14519.5.2.1.6279.6001.244681063194071446501270815660,84.1622251366,-137.344817107,-227.74014106
503256,1.3.6.1.4.1.14519.5.2.1.6279.6001.752756872840730509471096155114,55.23,62.63,-63.5
80899,1.3.6.1.4.1.14519.5.2.1.6279.6001.143410010885830403003179808334,93.7938288826,-23.8277634673,-238.105908462
459026,1.3.6.1.4.1.14519.5.2.1.6279.6001.503980049263254396021509831276,-76.98708669,-53.44659683,-42.37570091
436852,1.3.6.1.4.1.14519.5.2.1.6279.6001.413896555982844732694353377538,-42.2175742641,59.3151774238,-214.143870462
53377,1.3.6.1.4.1.14519.5.2.1.6279.6001.129055977637338639741695800950,-95.43033219899999,-87.6984598229,1131.88013133
304621,1.3.6.1.4.1.14519.5.2.1.6279.6001.269075535958871753309238331179,-96.66,-159.04,902.79
419813,1.3.6.1.4.1.14519.5.2.1.6279.6001.339142594937666268384335506819,32.9967074772,71.8057305644,-81.2361540593
99789,1.3.6.1.4.1.14519.5.2.1.6279.6001.153732973534937692357111055819,79.8382218037,-43.153310329600004,-229.56330298
5213,1.3.6.1.4.1.14519.5.2.1.6279.6001.101228986346984399347858840086,-37.0087016613,-71.9292668912,-153.346739349
497499,1.3.6.1.4.1.14519.5.2.1.6279.6001.733642690503782454656013446707,100.248436294,6.2354034812400005,-234.69356253400002
201564,1.3.6.1.4.1.14519.5.2.1.6279.6001.208737629504245244513001631764,-35.996294015,-35.516294015,-144.17044909999998
